created_year,created_month,created_dayofweek,created_hour,is_weekend,Borough,Community Board,Incident Zip,City,Location Type,Address Type,Latitude,Longitude,y
2014,4,2,0,0,BROOKLYN,04 BROOKLYN,11206,BROOKLYN,3+ Family Mixed Use Building,ADDRESS,40.70111103786865,-73.92938809165175,48.0
2014,4,2,0,0,BRONX,Other,Other,BRONX,3+ Family Apt. Building,ADDRESS,40.80813671479675,-73.92061583566938,168.0
2014,4,2,0,0,MANHATTAN,Other,Other,NEW YORK,3+ Family Apt. Building,ADDRESS,40.73696803418865,-74.00747310606009,216.0
2014,4,2,0,0,BRONX,11 BRONX,Other,BRONX,3+ Family Apt. Building,ADDRESS,40.8463612537785,-73.86365080738895,48.0
2014,4,2,0,0,BROOKLYN,08 BROOKLYN,11213,BROOKLYN,Commercial Building,INTERSECTION,40.67325789139592,-73.93069735829563,528.0
2014,4,2,0,0,BRONX,04 BRONX,10452,BRONX,3+ Family Mixed Use Building,ADDRESS,40.83666471144631,-73.92379090492666,168.0
2014,4,2,0,0,BROOKLYN,Other,Other,BROOKLYN,Commercial Building,ADDRESS,40.574861503839216,-73.99633910991933,496.84277777777777
2014,4,2,0,0,BRONX,Other,10456,BRONX,Day Care/Nursery,ADDRESS,40.83314668947884,-73.90281396094633,168.0
2014,4,2,0,0,BRONX,05 BRONX,10453,BRONX,3+ Family Apt. Building,ADDRESS,40.84897036324244,-73.91369588103558,36.93833333333333
2014,4,2,0,0,BRONX,12 BRONX,Other,BRONX,3+ Family Apt. Building,ADDRESS,40.89081384411623,-73.86319071483585,168.0
2014,4,3,0,0,BROOKLYN,01 BROOKLYN,Other,BROOKLYN,1-2 Family Mixed Use Building,ADDRESS,40.7248646395084,-73.95142461074255,96.0
2014,4,3,0,0,BROOKLYN,Other,Other,BROOKLYN,Commercial Building,ADDRESS,40.64047215082349,-74.01512277603447,1152.0
2014,4,3,0,0,BROOKLYN,04 BROOKLYN,11221,BROOKLYN,1-2 Family Dwelling,ADDRESS,40.69048196557069,-73.91522440323273,168.0
2014,4,3,0,0,BRONX,Unspecified BRONX,10457,BRONX,3+ Family Apt. Building,LATLONG,40.85166471382665,-73.90218686736576,120.0
2014,4,3,0,0,MANHATTAN,07 MANHATTAN,10025,NEW YORK,Other (Explain Below),ADDRESS,40.7908630653635,-73.97075509221924,24.0
2014,4,3,0,0,BROOKLYN,09 BROOKLYN,11226,BROOKLYN,3+ Family Mixed Use Building,ADDRESS,40.65547048944874,-73.94939560469851,136.04611111111112
2014,4,3,0,0,BRONX,04 BRONX,10457,BRONX,3+ Family Apt. Building,ADDRESS,40.84385004989628,-73.90489097623468,336.0
2014,4,3,0,0,STATEN ISLAND,01 STATEN ISLAND,Other,STATEN ISLAND,Other (Explain Below),ADDRESS,40.62247012178635,-74.1627755451756,624.0
2014,4,3,0,0,BROOKLYN,05 BROOKLYN,11207,BROOKLYN,3+ Family Mixed Use Building,ADDRESS,40.6617313196759,-73.88744950471562,312.0
2014,4,3,0,0,BROOKLYN,01 BROOKLYN,Other,BROOKLYN,3+ Family Mixed Use Building,ADDRESS,40.71933073305046,-73.95714652919254,109.58638888888889
2014,4,4,0,0,BRONX,Unspecified BRONX,Other,BRONX,Commercial Building,LATLONG,40.88765694460351,-73.83166013009362,85.92027777777778
2014,4,3,0,0,BROOKLYN,06 BROOKLYN,11215,BROOKLYN,Other (Explain Below),ADDRESS,40.66755064586636,-73.97594585333954,504.0
2014,4,3,0,0,QUEENS,Other,Other,Other,3+ Family Apt. Building,ADDRESS,40.68195743058256,-73.82208404678514,160.315
2014,4,3,0,0,STATEN ISLAND,01 STATEN ISLAND,Other,STATEN ISLAND,Vacant Lot,ADDRESS,40.61361937366196,-74.07342600254599,456.0
2014,4,3,0,0,BROOKLYN,08 BROOKLYN,11213,BROOKLYN,Vacant Building,ADDRESS,40.6716871912405,-73.93918858180973,960.0
2014,4,3,0,0,BROOKLYN,03 BROOKLYN,11233,BROOKLYN,3+ Family Apt. Building,ADDRESS,40.68536447809851,-73.92533036841179,336.0
2014,4,3,0,0,QUEENS,Other,Other,Other,Other (Explain Below),ADDRESS,40.66437208074051,-73.8411520689931,144.0
2014,4,3,0,0,QUEENS,Other,Other,Other,3+ Family Apt. Building,ADDRESS,40.72672979916975,-73.84873877739842,24.0
2014,4,3,0,0,MANHATTAN,12 MANHATTAN,Other,NEW YORK,3+ Family Apt. Building,ADDRESS,40.83488896690445,-73.94293866526098,432.0
2014,4,4,0,0,BRONX,12 BRONX,Other,BRONX,3+ Family Mixed Use Building,ADDRESS,40.90265585700645,-73.85105148786234,447.2186111111111
2014,4,4,0,0,BROOKLYN,Unspecified BROOKLYN,11217,BROOKLYN,Catch Basin/Sewer,LATLONG,40.68521113094618,-73.97904394937615,168.0
2014,4,4,0,0,MANHATTAN,Other,Other,NEW YORK,3+ Family Apt. Building,ADDRESS,40.80261190421879,-73.93920261765282,250.535
2014,4,4,0,0,QUEENS,Other,Other,Other,3+ Family Apt. Building,ADDRESS,40.71309156994213,-73.83320480454478,288.0
2014,4,4,0,0,BRONX,07 BRONX,Other,BRONX,3+ Family Apt. Building,ADDRESS,40.86645170789772,-73.89734929622942,72.0
2014,4,4,0,0,BRONX,04 BRONX,10452,BRONX,3+ Family Apt. Building,ADDRESS,40.838796219127325,-73.91813258838923,161.0475
2014,4,5,0,1,QUEENS,Other,Other,Queens Village,Commercial Building,ADDRESS,40.729957060245134,-73.74433517119222,96.0
2014,4,4,0,0,BRONX,Other,Other,BRONX,Commercial Building,ADDRESS,40.81697986576267,-73.9162482588358,456.0
2014,4,4,0,0,BRONX,07 BRONX,10458,BRONX,Commercial Building,ADDRESS,40.86890034414088,-73.88885605264369,72.0
2014,4,4,0,0,BRONX,12 BRONX,Other,BRONX,3+ Family Apt. Building,ADDRESS,40.8705214290536,-73.8351962832845,86.77555555555556
2014,4,4,0,0,BRONX,12 BRONX,Other,BRONX,1-2 Family Dwelling,ADDRESS,40.88413522925913,-73.84933538966919,96.0
2014,4,4,0,0,QUEENS,12 QUEENS,Other,Saint Albans,1-2 Family Dwelling,ADDRESS,40.70097393456036,-73.75910682156663,96.0
2014,4,4,0,0,MANHATTAN,12 MANHATTAN,Other,NEW YORK,Other (Explain Below),ADDRESS,40.84764130930932,-73.93842772646954,112.75277777777778
2014,4,4,0,0,BROOKLYN,03 BROOKLYN,11216,BROOKLYN,3+ Family Apt. Building,ADDRESS,40.68605668392804,-73.95207666691044,240.0
2014,4,4,0,0,QUEENS,Other,Other,Ozone Park,Other (Explain Below),INTERSECTION,40.67472318987006,-73.85838137799163,120.0
2014,4,4,0,0,STATEN ISLAND,01 STATEN ISLAND,Other,STATEN ISLAND,1-2 Family Dwelling,ADDRESS,40.62093529975578,-74.161168829382,576.0
2014,4,4,0,0,BROOKLYN,17 BROOKLYN,11212,BROOKLYN,1-2 Family Dwelling,ADDRESS,40.66416094988822,-73.92946685634433,443.6147222222222
2014,4,4,0,0,STATEN ISLAND,01 STATEN ISLAND,Other,STATEN ISLAND,3+ Family Mixed Use Building,ADDRESS,40.64655400377204,-74.08910892435316,312.0
2014,4,4,0,0,BRONX,05 BRONX,10453,BRONX,Other (Explain Below),ADDRESS,40.85396928531816,-73.91479190927281,96.0
2014,4,4,0,0,BROOKLYN,03 BROOKLYN,11206,BROOKLYN,1-2 Family Dwelling,ADDRESS,40.69955258724262,-73.94561506515545,288.0
2014,4,4,0,0,QUEENS,12 QUEENS,Other,Saint Albans,1-2 Family Dwelling,ADDRESS,40.692768588795154,-73.75080643393517,96.0
2014,4,4,0,0,BROOKLYN,02 BROOKLYN,Other,BROOKLYN,3+ Family Apt. Building,ADDRESS,40.69554676206662,-73.97337534284996,240.0
2014,4,4,0,0,STATEN ISLAND,01 STATEN ISLAND,Other,STATEN ISLAND,Commercial Building,ADDRESS,40.62554845772635,-74.13636640233538,240.0
2014,4,4,0,0,MANHATTAN,Other,Other,NEW YORK,Other (Explain Below),ADDRESS,40.787112593867285,-73.94502353454025,240.0
2014,4,4,0,0,STATEN ISLAND,01 STATEN ISLAND,Other,STATEN ISLAND,3+ Family Mixed Use Building,ADDRESS,40.646603448936666,-74.08905854044167,312.0
2014,4,5,0,1,BRONX,04 BRONX,10456,BRONX,3+ Family Apt. Building,ADDRESS,40.82839713548562,-73.91903066941416,158.4886111111111
2014,4,5,0,1,QUEENS,Other,Other,Woodside,1-2 Family Dwelling,ADDRESS,40.73439234334803,-73.91855313680901,240.0
2014,4,5,0,1,MANHATTAN,Other,Other,NEW YORK,Other (Explain Below),INTERSECTION,40.76291622716406,-73.98564720153576,120.0
2014,4,5,0,1,BROOKLYN,Other,Other,BROOKLYN,1-2 Family Dwelling,ADDRESS,40.6360102295461,-73.9247910990483,240.0
2014,4,5,0,1,QUEENS,Unspecified QUEENS,Other,JAMAICA,Vacant Lot,BLOCKFACE,40.681556401998726,-73.7791476466417,216.0
2014,4,5,0,1,MANHATTAN,07 MANHATTAN,10024,NEW YORK,3+ Family Apt. Building,ADDRESS,40.79109506599195,-73.97713992220122,144.0
2014,4,5,0,1,BROOKLYN,01 BROOKLYN,Other,BROOKLYN,Other (Explain Below),INTERSECTION,40.72875780270073,-73.94766583554198,408.0
2014,4,5,0,1,MANHATTAN,12 MANHATTAN,Other,NEW YORK,Commercial Building,INTERSECTION,40.87119449802614,-73.91409007761176,216.0
2014,4,5,0,1,MANHATTAN,08 MANHATTAN,10128,NEW YORK,Commercial Building,ADDRESS,40.781966185863645,-73.95799449720604,240.0
2014,4,5,0,1,BROOKLYN,Unspecified BROOKLYN,11221,BROOKLYN,Other (Explain Below),BLOCKFACE,40.69142635414868,-73.91547922777738,120.0
2014,4,5,0,1,BRONX,05 BRONX,10457,BRONX,3+ Family Apt. Building,ADDRESS,40.84750935851591,-73.90563755004939,84.83
2014,4,5,0,1,BROOKLYN,06 BROOKLYN,11215,BROOKLYN,Other (Explain Below),ADDRESS,40.66758908103125,-73.97598549117542,456.0
2014,4,5,0,1,BROOKLYN,05 BROOKLYN,11207,BROOKLYN,3+ Family Apt. Building,ADDRESS,40.6617313196759,-73.88744950471562,264.0
2014,4,6,0,1,STATEN ISLAND,01 STATEN ISLAND,Other,STATEN ISLAND,3+ Family Apt. Building,ADDRESS,40.64681104872033,-74.08678135572566,264.0
2014,4,6,0,1,BROOKLYN,17 BROOKLYN,11203,BROOKLYN,3+ Family Apt. Building,ADDRESS,40.65370217515108,-73.93210158965229,563.6627777777778
2014,4,6,0,1,BROOKLYN,Unspecified BROOKLYN,Other,BROOKLYN,Other (Explain Below),BLOCKFACE,40.72627007530631,-73.94555718269159,528.0
2014,4,0,0,0,MANHATTAN,12 MANHATTAN,Other,NEW YORK,Other (Explain Below),ADDRESS,40.83722808926937,-73.94422320443937,168.0
2014,4,6,0,1,MANHATTAN,Unspecified MANHATTAN,Other,NEW YORK,3+ Family Apt. Building,LATLONG,40.849832458646176,-73.94008840340001,192.0
2014,4,6,0,1,BROOKLYN,01 BROOKLYN,Other,BROOKLYN,Other (Explain Below),ADDRESS,40.72654731103195,-73.9455894272062,24.0
2014,4,6,0,1,BROOKLYN,01 BROOKLYN,Other,BROOKLYN,3+ Family Apt. Building,ADDRESS,40.72626216817107,-73.9462535088214,48.0
2014,4,6,0,1,MANHATTAN,10 MANHATTAN,10027,NEW YORK,3+ Family Apt. Building,ADDRESS,40.8139484482607,-73.9464175165333,240.0
2014,4,6,0,1,BRONX,05 BRONX,10453,BRONX,1-2 Family Dwelling,ADDRESS,40.85248335567353,-73.9171253081456,48.0
2014,4,6,0,1,BROOKLYN,17 BROOKLYN,11203,BROOKLYN,Commercial Building,ADDRESS,40.65944646424986,-73.93119467774268,456.0
2014,4,6,0,1,BROOKLYN,04 BROOKLYN,11237,BROOKLYN,3+ Family Apt. Building,ADDRESS,40.70653402859219,-73.919979401813,83.82916666666667
2014,4,6,0,1,BROOKLYN,Other,Other,BROOKLYN,3+ Family Apt. Building,ADDRESS,40.599413792468944,-74.00168527686257,616.7161111111111
2014,4,6,0,1,BROOKLYN,Other,Other,BROOKLYN,Vacant Building,ADDRESS,40.58630412841351,-73.9486055426823,216.0
2014,4,6,0,1,MANHATTAN,12 MANHATTAN,Other,NEW YORK,3+ Family Mixed Use Building,ADDRESS,40.847425545622514,-73.93536287612422,192.0
2014,4,6,0,1,QUEENS,12 QUEENS,Other,Jamaica,3+ Family Mixed Use Building,ADDRESS,40.70863141491978,-73.7957904891234,110.69611111111111
2014,4,0,0,0,BROOKLYN,04 BROOKLYN,11207,BROOKLYN,3+ Family Mixed Use Building,INTERSECTION,40.68874505791444,-73.90874330206339,384.0
2014,4,6,0,1,BROOKLYN,08 BROOKLYN,11238,BROOKLYN,3+ Family Apt. Building,ADDRESS,40.67665472027955,-73.96408149529921,2136.0
2014,4,0,0,0,BRONX,04 BRONX,10452,BRONX,3+ Family Apt. Building,ADDRESS,40.83370761307047,-73.9264106116077,72.0
2014,4,0,0,0,QUEENS,Other,Other,Flushing,Other (Explain Below),INTERSECTION,40.75276740596188,-73.79131317799393,96.0
2014,4,0,0,0,QUEENS,Other,Other,Flushing,Other (Explain Below),INTERSECTION,40.75276740596188,-73.79131317799393,96.0
2014,4,0,0,0,BROOKLYN,06 BROOKLYN,Other,BROOKLYN,Commercial Building,ADDRESS,40.67749183435411,-73.99395041596046,432.0
2014,4,0,0,0,BRONX,Other,10456,BRONX,3+ Family Apt. Building,ADDRESS,40.829191475227375,-73.9027185612542,113.16666666666667
2014,4,1,0,0,MANHATTAN,Unspecified MANHATTAN,10031,NEW YORK,Other (Explain Below),BLOCKFACE,40.827577249165486,-73.94334240595195,240.0
2014,4,0,0,0,MANHATTAN,Other,Other,NEW YORK,3+ Family Mixed Use Building,ADDRESS,40.72287388416484,-73.99588723360148,72.0
2014,4,0,0,0,MANHATTAN,07 MANHATTAN,10024,NEW YORK,Other (Explain Below),ADDRESS,40.79113624696923,-73.97719046750711,240.0
2014,4,0,0,0,MANHATTAN,09 MANHATTAN,10031,NEW YORK,Single Room Occupancy (SRO),ADDRESS,40.82840565484236,-73.94233717189185,360.0
